sra_experiment_id	sra_run_id	sra_project_id	sra_biosample_id	num_of_bases	file_size	published	source	strategy	layout	library_name	selection	instrument	file_type	reads_unaligned	identified_reads	taxonomy_id	lineage	percent_identified	gc_content
SRX729762	SRR1609083	PRJNA231221	SAMN02934530	774225716	2877856619	10/9/14 21:47	GENOMIC	WGS	SINGLE	PL100041286B-2	RANDOM	PacBio RS	pacbio_native	111856	51626	2027919	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter cloacae complex|unclassified Enterobacter cloacae complex|Enterobacter cloacae complex sp.	0.315790118	0.552608223
SRX2179101	SRR4271511	PRJNA231221	SAMN04875532	875285190	619265967	9/20/16 10:10	GENOMIC	WGS	PAIRED	IL100050756	RANDOM	Illumina HiSeq 2500	fastq	29711	4303384	520	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis	0.993143238	0.646786546
SRX8575651	SRR12047063	PRJNA231221	SAMN13450463	1686724058	783920234	6/18/20 17:04	GENOMIC	WGS	PAIRED	IL100107411	RANDOM	Illumina HiSeq 4000	fastq	172449	5412730	656	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas allosaccharophila	0.969123819	0.57337878
SRX729778	SRR1609097	PRJNA231221	SAMN02934535	750375027	2887122476	10/9/14 21:48	GENOMIC	WGS	SINGLE	PL100041292-1	RANDOM	PacBio RS	pacbio_native	128072	35410	584	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Proteus|Proteus mirabilis	0.216598769	0.500871941
SRX9293571	SRR12825932	PRJNA231221	SAMN16357188	2646136986	1144817566	10/18/20 9:44	GENOMIC	WGS	PAIRED	IL100116850	RANDOM	Illumina HiSeq 4000	fastq	70470	8691573	102684	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus infantarius	0.991957355	0.378224241
SRX2708692	SRR5417094	PRJNA231221	SAMN06173330	3479563206	11981056948	4/5/17 15:57	GENOMIC	WGS	SINGLE	PL100057709-1	RANDOM	PacBio RS	pacbio_native	73979	89503	90371	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica subsp. enterica serovar Typhimurium	0.547479233	0.518167692
SRX11386581	SRR15076557	PRJNA231221	SAMN16357531	1579989444	399104848	7/8/21 20:32	GENOMIC	WGS	SINGLE	PL100146155-1	RANDOM	Sequel	bam	10012	184700	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.948580468	0.501278473
SRX9620802	SRR13182994	PRJNA231221	SAMN16357407	1870318091	472239297	12/2/20 13:22	GENOMIC	WGS	SINGLE	PL100141761-1	RANDOM	Sequel	bam	15044	187114	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.92558296	0.499065335
SRX1382514	SRR2814831	PRJNA231221	SAMN03996261	1203123513	4329099507	10/26/15 15:42	GENOMIC	WGS	SINGLE	PL100045824-1	RANDOM	PacBio RS	pacbio_native	93050	70432	663	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio alginolyticus	0.430824189	0.498808598
SRX4998202	SRR8178102	PRJNA231221	SAMN10163180	719789108	2748495847	11/9/18 10:22	GENOMIC	WGS	SINGLE	PL100070641-1	RANDOM	PacBio RS	pacbio_native	109663	53819	1280	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	0.329204438	0.347763013
SRX981007	SRR1955497	PRJNA231221	SAMN03255442	1643619427	5908810336	5/12/15 13:12	GENOMIC	WGS	SINGLE	PL100039692-1	RANDOM	PacBio RS	pacbio_native	103719	59763	1280	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	0.365563181	0.365734639
SRX1385812	SRR2823723	PRJNA231221	SAMN03996248	995952562	3873094509	10/27/15 3:41	GENOMIC	WGS	SINGLE	PL100048430-1	RANDOM	PacBio RS	pacbio_native	101912	61570	519	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella parapertussis	0.376616386	0.578521782
SRX11380715	SRR15070654	PRJNA231221	SAMN16357540	26444306959	6677120296	7/8/21 17:45	GENOMIC	WGS	SINGLE	PL100156814-1	RANDOM	Sequel II	bam	231272	2854764	48296	Bacteria|Proteobacteria|Gammaproteobacteria|Moraxellales|Moraxellaceae|Acinetobacter|Acinetobacter calcoaceticus/baumannii complex|Acinetobacter pittii	0.925058554	0.388051772
SRX1023888	SRR2016858	PRJNA231221	SAMN03611814	154779812	90869931	5/14/15 12:12	VIRAL RNA	AMPLICON	PAIRED	IL100054806	RT-PCR	Illumina MiSeq	fastq	2475	349004	186538	Viruses|Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales|Filoviridae|Ebolavirus|Zaire ebolavirus	0.992958328	0.405423034
SRX12531022	SRR16251400	PRJNA231221	SAMN21402700	2337123541	590128449	10/8/21 23:50	GENOMIC	WGS	SINGLE	PL100164165-2	RANDOM	Sequel	bam	27588	234839	301102	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter cloacae complex|Enterobacter hormaechei subsp. oharae	0.894873622	0.542422794
SRX1382506	SRR2814825	PRJNA231221	SAMN03996257	691563494	2651354518	10/26/15 15:42	GENOMIC	WGS	SINGLE	PL100045822-1	RANDOM	PacBio RS	pacbio_native	123911	39571	663	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio alginolyticus	0.242051113	0.499804135
SRX9619930	SRR13181906	PRJNA231221	SAMN16357357	3932268336	994452554	12/2/20 11:25	GENOMIC	WGS	SINGLE	PL100141370-1	RANDOM	Sequel	bam	80773	644648	48296	Bacteria|Proteobacteria|Gammaproteobacteria|Moraxellales|Moraxellaceae|Acinetobacter|Acinetobacter calcoaceticus/baumannii complex|Acinetobacter pittii	0.888653623	0.394445989
SRX8048185	SRR11471909	PRJNA231221	SAMN14214646	488471228	249281895	4/4/20 12:16	VIRAL RNA	WGS	PAIRED	IL100121117	cDNA	Illumina MiSeq	fastq	104592	706822	64320	Viruses|Riboviria|Orthornavirae|Kitrinoviricota|Flasuviricetes|Amarillovirales|Flaviviridae|Flavivirus|Zika virus	0.871099094	0.495716147
SRX9400246	SRR12936543	PRJNA231221	SAMN16357279	730822721	2617076419	10/29/20 16:26	GENOMIC	WGS	SINGLE	PL100132589-1	RANDOM	PacBio RS	pacbio_native	132194	31288	169292	Bacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium aurimucosum	0.191384984	0.563804544
SRX13303178	SRR17118622	PRJNA231221	SAMN22091665	1424426730	359616946	12/3/21 13:30	GENOMIC	WGS	SINGLE	PL100181629-1	RANDOM	Sequel	bam	12293	129161	861445	Bacteria|Proteobacteria|Gammaproteobacteria|Moraxellales|Moraxellaceae|Psychrobacter|Psychrobacter sanguinis	0.913095423	0.419345174
SRX5000550	SRR8180478	PRJNA231221	SAMN10163229	2717964426	9303866148	11/10/18 2:39	GENOMIC	WGS	SINGLE	PL100072449-1	RANDOM	PacBio RS	pacbio_native	86183	77299	1314	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pyogenes	0.472828813	0.397419768
SRX8048197	SRR11471921	PRJNA231221	SAMN14214649	739215666	328614750	4/4/20 12:41	VIRAL RNA	WGS	PAIRED	IL100121126	cDNA	Illumina MiSeq	fastq	88115	1139818	64320	Viruses|Riboviria|Orthornavirae|Kitrinoviricota|Flasuviricetes|Amarillovirales|Flaviviridae|Flavivirus|Zika virus	0.928241199	0.290397213
SRX9620481	SRR13182599	PRJNA231221	SAMN16357386	1907563974	620894603	12/2/20 12:26	GENOMIC	WGS	PAIRED	IL100147063	RANDOM	Illumina NovaSeq 6000	fastq	15876	6300561	470	Bacteria|Proteobacteria|Gammaproteobacteria|Moraxellales|Moraxellaceae|Acinetobacter|Acinetobacter calcoaceticus/baumannii complex|Acinetobacter baumannii	0.997486558	0.387536699
SRX981401	SRR1955871	PRJNA231221	SAMN03255480	1336689146	924657746	5/12/15 13:12	GENOMIC	WGS	PAIRED	IL100040307	RANDOM	Illumina HiSeq 2000	fastq	403589	6213684	1280	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	0.93900977	0.324120502
SRX5936314	SRR9163435	PRJNA231221	SAMN11056403	4112627242	1838668839	5/30/19 17:58	GENOMIC	WGS	PAIRED	IL100085948	RANDOM	Illumina HiSeq 4000	fastq	171983	13445988	28901	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	0.987370879	0.513165755
SRX5944409	SRR9171743	PRJNA231221	SAMN11056418	4094969604	1708822451	5/31/19 21:58	GENOMIC	WGS	PAIRED	IL100085974	RANDOM	Illumina HiSeq 4000	fastq	129326	13430176	1392	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus cereus group|Bacillus anthracis	0.990462334	0.351899962
SRX9401513	SRR12937846	PRJNA231221	SAMN16357296	2017354262	945305595	10/30/20 0:08	GENOMIC	WGS	PAIRED	IL100140444	RANDOM	Illumina HiSeq 4000	fastq	33545	6646436	2051	Bacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Mobiluncus|Mobiluncus curtisii	0.994978279	0.554420018
SRX5936301	SRR9163421	PRJNA231221	SAMN11056405	2575301376	1058624077	5/30/19 17:58	GENOMIC	WGS	PAIRED	IL100085963	RANDOM	Illumina HiSeq 4000	fastq	687213	7840275	623	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Shigella|Shigella flexneri	0.919412024	0.48625488
SRX981397	SRR1955865	PRJNA231221	SAMN03255478	772225838	2920002401	10/26/15 11:25	GENOMIC	WGS	SINGLE	PL100039729-1	RANDOM	PacBio RS	pacbio_native	117649	45833	2201033	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus sp. FDAARGOS_39	0.280355024	0.412425111
SRX1384645	SRR2819859	PRJNA231221	SAMN03996277	693636525	2759256542	10/26/15 20:39	GENOMIC	WGS	SINGLE	PL100045863-2	RANDOM	PacBio RS	pacbio_native	131360	32122	238	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Elizabethkingia|Elizabethkingia meningoseptica	0.196486463	0.493889257
SRX6387341	SRR9625175	PRJNA231221	SAMN11056471	1078173220	570161189	7/2/19 20:15	GENOMIC	WGS	PAIRED	IL100092526	RANDOM	Illumina HiSeq 4000	fastq	35287	3534823	1773	Bacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium tuberculosis complex|Mycobacterium tuberculosis	0.990115991	0.655163691
SRX4999850	SRR8179778	PRJNA231221	SAMN10163205	2584018002	1106693904	11/9/18 14:20	GENOMIC	WGS	PAIRED	IL100072817	RANDOM	Illumina HiSeq 4000	fastq	102303	8454048	2488567	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella sp. FDAARGOS_511	0.988043618	0.540715675
SRX863774	SRR1784833	PRJNA231221	SAMN03255431	1139619966	850747876	5/12/15 13:12	GENOMIC	WGS	PAIRED	IL100042686	RANDOM	Illumina HiSeq 2000	fastq	52408	5589275	670	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio parahaemolyticus	0.990710573	0.447084265
SRX10060701	SRR13669978	PRJNA231221	SAMN16357479	2676918451	676719247	2/9/21 16:33	GENOMIC	WGS	SINGLE	PL100141854-2	RANDOM	Sequel	bam	43556	392096	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.900021118	0.499367913
SRX981389	SRR1955859	PRJNA231221	SAMN03255475	1478516982	1030023211	5/12/15 13:12	GENOMIC	WGS	PAIRED	IL100040302	RANDOM	Illumina HiSeq 2000	fastq	231754	7087637	1280	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	0.968336983	0.324024748
SRX1384661	SRR2819873	PRJNA231221	SAMN03996276	783689254	2904467124	10/26/15 23:40	GENOMIC	WGS	SINGLE	PL100045864-1	RANDOM	PacBio RS	pacbio_native	107316	56166	85698	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Achromobacter xylosoxidans	0.343560759	0.617900397
SRX2105565	SRR4124964	PRJNA231221	SAMN04875582	679220241	2455466554	9/2/16 13:49	GENOMIC	WGS	SINGLE	PL100053744-1	RANDOM	PacBio RS	pacbio_native	118752	44730	1975706	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. FDAARGOS_256	0.273608104	0.413298542
SRX1382578	SRR2815085	PRJNA231221	SAMN03996252	485721658	1950305913	10/26/15 16:02	GENOMIC	WGS	SINGLE	PL100045826-1	RANDOM	PacBio RS	pacbio_native	138772	24710	666	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio cholerae	0.151148139	0.496372099
SRX5944939	SRR9172274	PRJNA231221	SAMN11056431	1113063582	570041850	5/31/19 22:57	GENOMIC	WGS	PAIRED	IL100090616	RANDOM	Illumina HiSeq 4000	fastq	291261	3394380	623	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Shigella|Shigella flexneri	0.920974126	0.50456731
SRX5000556	SRR8180485	PRJNA231221	SAMN10163231	1768792641	6232617209	11/10/18 1:34	GENOMIC	WGS	SINGLE	PL100072451-1	RANDOM	PacBio RS	pacbio_native	108241	55241	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.337902644	0.515368414
SRX981403	SRR1955873	PRJNA231221	SAMN03255481	1380392048	959649450	5/12/15 13:12	GENOMIC	WGS	PAIRED	IL100040308	RANDOM	Illumina HiSeq 2000	fastq	196556	6637068	1280	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	0.971236931	0.323903534
SRX981396	SRR1955867	PRJNA231221	SAMN03255478	1539708438	1010512756	10/26/15 11:25	GENOMIC	WGS	PAIRED	IL100040305	RANDOM	Illumina HiSeq 2500	fastq	99055	7523264	2201033	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus sp. FDAARGOS_39	0.987004611	0.32350257
SRX8575847	SRR12047263	PRJNA231221	SAMN13450400	3345933080	11453236221	6/18/20 20:11	GENOMIC	WGS	SINGLE	PL100106891-2	RANDOM	PacBio RS	pacbio_native	107041	56441	34062	Bacteria|Proteobacteria|Gammaproteobacteria|Moraxellales|Moraxellaceae|Moraxella|Moraxella osloensis	0.345242901	0.439147905
SRX10063180	SRR13673739	PRJNA231221	SAMN16357432	2379590276	1016065016	2/9/21 18:59	GENOMIC	WGS	PAIRED	IL100148255	RANDOM	Illumina HiSeq 4000	fastq	11940	7867498	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.998484664	0.500943149
SRX8048199	SRR11471923	PRJNA231221	SAMN14214650	209924022	94458465	4/4/20 12:28	VIRAL RNA	WGS	PAIRED	IL100121119	cDNA	Illumina MiSeq	fastq	1481	347230	64320	Viruses|Riboviria|Orthornavirae|Kitrinoviricota|Flasuviricetes|Amarillovirales|Flaviviridae|Flavivirus|Zika virus	0.99575293	0.436692519
SRX9295107	SRR12827470	PRJNA231221	SAMN16357168	2872016980	1240747606	10/18/20 9:50	GENOMIC	WGS	PAIRED	IL100115805	RANDOM	Illumina HiSeq 4000	fastq	429843	9080147	285729	Bacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium canifelinum	0.954800899	0.278167132
SRX13302063	SRR17117507	PRJNA231221	SAMN22365126	4463631272	1397258359	12/3/21 13:25	GENOMIC	WGS	PAIRED	IL100188180	RANDOM	Illumina NovaSeq 6000	fastq	36657	14743579	134964	Bacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Nocardia|Nocardia africana	0.997519864	0.660827421
SRX9402244	SRR12938578	PRJNA231221	SAMN16357310	2725876764	1088774583	10/29/20 18:39	GENOMIC	WGS	PAIRED	IL100141172	RANDOM	Illumina HiSeq 4000	fastq	534630	8491452	28454	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium multivorum	0.94076832	0.394416436
SRX4999857	SRR8179785	PRJNA231221	SAMN10163207	1074886761	3750368168	11/10/18 1:33	GENOMIC	WGS	SINGLE	PL100072420-1	RANDOM	PacBio RS	pacbio_native	115964	47518	548	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella/Raoultella group|Klebsiella|Klebsiella aerogenes	0.290661969	0.545962421
SRX13306440	SRR17121937	PRJNA231221	SAMN23242880	7240467818	2403696777	12/3/21 17:46	GENOMIC	WGS	PAIRED	IL100206126	RANDOM	Illumina NovaSeq 6000	fastq	320804	23654255	1767	Bacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium avium complex (MAC)|Mycobacterium intracellulare	0.986619261	0.674804547
SRX9400245	SRR12936541	PRJNA231221	SAMN16357278	1962339526	812827936	10/29/20 16:26	GENOMIC	WGS	PAIRED	IL100139171	RANDOM	Illumina HiSeq 4000	fastq	239221	6258592	169292	Bacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium aurimucosum	0.963184382	0.598190324
SRX1385810	SRR2823721	PRJNA231221	SAMN03996248	591680018	417572761	10/27/15 3:41	GENOMIC	WGS	PAIRED	IL100049842	RANDOM	Illumina HiSeq 2500	fastq	30035	2899074	519	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella parapertussis	0.989746029	0.669273464
SRX981006	SRR1955495	PRJNA231221	SAMN03255442	1410568020	999203790	5/12/15 13:12	GENOMIC	WGS	PAIRED	IL100040268	RANDOM	Illumina HiSeq 2000	fastq	203732	6779278	1280	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	0.970824616	0.323446143
SRX4998200	SRR8178100	PRJNA231221	SAMN10163174	1534587328	5271395715	11/9/18 10:22	GENOMIC	WGS	SINGLE	PL100070630-1	RANDOM	PacBio RS	pacbio_native	95520	67962	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.415715492	0.497159569
SRX5933500	SRR9160466	PRJNA231221	SAMN10346774	1067735810	3745405644	5/30/19 13:49	GENOMIC	WGS	SINGLE	PL100089537-1	RANDOM	PacBio RS	pacbio_native	113744	49738	287	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas aeruginosa	0.304241446	0.622452866
SRX1382513	SRR2814833	PRJNA231221	SAMN03996261	1452367274	958013885	10/26/15 15:35	GENOMIC	WGS	PAIRED	IL100045941	RANDOM	Illumina HiSeq 2500	fastq	351934	6838003	663	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio alginolyticus	0.951051866	0.500108877
SRX11386579	SRR15076555	PRJNA231221	SAMN16357530	2604406928	907118183	7/8/21 20:33	GENOMIC	WGS	PAIRED	IL100148523	RANDOM	Illumina NovaSeq 6000	fastq	8670231	8577497	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.497311704	0.500672715
SRX12531037	SRR16251416	PRJNA231221	SAMN21218852	1236411917	312280850	10/8/21 23:50	GENOMIC	WGS	SINGLE	PL100164163-2	RANDOM	Sequel	bam	14289	130866	881260	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter bugandensis	0.901560401	0.541416549
SRX12531024	SRR16251402	PRJNA231221	SAMN21218854	1270770846	320881083	10/8/21 23:50	GENOMIC	WGS	SINGLE	PL100164166-2	RANDOM	Sequel	bam	12795	124552	299767	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter cloacae complex|Enterobacter ludwigii	0.906841795	0.537289193
SRX5949240	SRR9176576	PRJNA231221	SAMN11056450	2815841658	1184683075	6/1/19 2:03	GENOMIC	WGS	PAIRED	IL100091431	RANDOM	Illumina HiSeq 4000	fastq	57641	9266338	195	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter coli	0.993817983	0.316543228
SRX2711469	SRR5419939	PRJNA231221	SAMN06173347	1970007369	6931671915	4/5/17 18:15	GENOMIC	WGS	SINGLE	PL100057750-1	RANDOM	PacBio RS	pacbio_native	95383	68099	29382	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus cohnii	0.416553504	0.346094908
SRX11380717	SRR15070656	PRJNA231221	SAMN16357541	17139573372	4327443858	7/8/21 17:44	GENOMIC	WGS	SINGLE	PL100156815-1	RANDOM	Sequel II	bam	140244	1816235	48296	Bacteria|Proteobacteria|Gammaproteobacteria|Moraxellales|Moraxellaceae|Acinetobacter|Acinetobacter calcoaceticus/baumannii complex|Acinetobacter pittii	0.928318167	0.387614773
SRX2179106	SRR4271513	PRJNA231221	SAMN04875533	1471389614	1019342569	9/20/16 10:10	GENOMIC	WGS	PAIRED	IL100050757	RANDOM	Illumina HiSeq 2000	fastq	20965	7263142	139	Bacteria|Spirochaetes|Spirochaetales|Borreliaceae|Borreliella|Borreliella burgdorferi	0.997121816	0.283167702
SRX729764	SRR1609081	PRJNA231221	SAMN02934530	1149710674	842571066	10/9/14 21:45	GENOMIC	WGS	PAIRED	IL100043736	RANDOM	Illumina HiSeq 2000	fastq	215842	5475795	2027919	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter cloacae complex|unclassified Enterobacter cloacae complex|Enterobacter cloacae complex sp.	0.962077343	0.547329813
SRX9402446	SRR12938961	PRJNA231221	SAMN16357328	2510282586	634350543	10/30/20 0:08	GENOMIC	WGS	SINGLE	PL100132659-1	RANDOM	Sequel	bam	45115	315429	40545	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae|Sutterella|Sutterella wadsworthensis	0.874869641	0.536866753
SRX11386594	SRR15076569	PRJNA231221	SAMN16357519	4466555164	1128777838	7/8/21 20:35	GENOMIC	WGS	SINGLE	PL100146141-1	RANDOM	Sequel	bam	39934	622291	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.939697233	0.502909175
SRX2708695	SRR5417096	PRJNA231221	SAMN06173334	1138682888	732990311	4/5/17 10:22	GENOMIC	WGS	PAIRED	IL100061018	RANDOM	Illumina HiSeq 2500	fastq	220058	5416986	90371	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica subsp. enterica serovar Typhimurium	0.960962164	0.51209531
SRX5914629	SRR9141480	PRJNA231221	SAMN10346770	1618089027	5543866842	5/29/19 12:14	GENOMIC	WGS	SINGLE	PL100089532-1	RANDOM	PacBio RS	pacbio_native	86693	76789	1423	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus subtilis	0.469709203	0.431906432
SRX13310230	SRR17125748	PRJNA231221	SAMN23242889	4696461796	1576411315	12/3/21 20:55	GENOMIC	WGS	PAIRED	IL100206133	RANDOM	Illumina NovaSeq 6000	fastq	8322709	7228489	1824	Bacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Nocardia|Nocardia asteroides	0.464818788	0.704442218
SRX9293569	SRR12825930	PRJNA231221	SAMN16357187	3297491573	11334324411	10/18/20 9:51	GENOMIC	WGS	SINGLE	PL100108192-1	RANDOM	PacBio RS	pacbio_native	87347	76135	102684	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus infantarius	0.465708763	0.378189709
SRX8047551	SRR11471274	PRJNA231221	SAMN14214651	293021092	136041996	4/4/20 3:51	VIRAL RNA	WGS	PAIRED	IL100121127	cDNA	Illumina MiSeq	fastq	259617	227129	64320	Viruses|Riboviria|Orthornavirae|Kitrinoviricota|Flasuviricetes|Amarillovirales|Flaviviridae|Flavivirus|Zika virus	0.466627358	0.456806249
SRX729772	SRR1609095	PRJNA231221	SAMN02934533	170519916	118836970	10/9/14 21:45	GENOMIC	WGS	PAIRED	IL100043686	RANDOM	Illumina HiSeq 2500	fastq	65158	779000	615	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia marcescens	0.922813028	0.589207908
SRX1384004	SRR2817447	PRJNA231221	SAMN03996323	1675601514	1068881656	10/26/15 17:04	GENOMIC	WGS	PAIRED	IL100045947	RANDOM	Illumina HiSeq 2500	fastq	24355	8270702	669	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio harveyi	0.997063914	0.446404024
SRX9399207	SRR12935504	PRJNA231221	SAMN16357274	1863034540	6642912428	10/29/20 16:26	GENOMIC	WGS	SINGLE	PL100132583-2	RANDOM	PacBio RS	pacbio_native	108785	54697	1547	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelatoclostridium|Erysipelatoclostridium ramosum	0.33457506	0.328554334
SRX11386619	SRR15076596	PRJNA231221	SAMN16357556	1746919815	442372634	7/8/21 20:35	GENOMIC	WGS	SINGLE	PL100156883A-1	RANDOM	Sequel II	bam	120726	310051	2778063	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas sp. FDAARGOS 1414	0.719748269	0.569178986
SRX9398997	SRR12935276	PRJNA231221	SAMN16357271	1484888096	589531530	10/29/20 16:26	GENOMIC	WGS	PAIRED	IL100139168	RANDOM	Illumina HiSeq 4000	fastq	18858	4897990	827	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter ureolyticus	0.996164616	0.295646587
SRX11386606	SRR15076582	PRJNA231221	SAMN16357544	2811267264	911098975	7/8/21 20:39	GENOMIC	WGS	PAIRED	IL100156991	RANDOM	Illumina NovaSeq 6000	fastq	9465657	9152007	2778051	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas sp. FDAARGOS 1402	0.491576548	0.628668893
SRX6403461	SRR9641618	PRJNA231221	SAMN11056498	3968486266	1650088588	7/3/19 14:24	GENOMIC	WGS	PAIRED	IL100099136	RANDOM	Illumina HiSeq 4000	fastq	59746	13080937	1397	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Niallia|Niallia circulans	0.995453357	0.359727719
