organism_name	infraspecific_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method	biosample_score
Clostridioides difficile		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000010	v1.4	PRJNA231221	SAMN04875595	FDAARGOS_269		FDAARGOS_269		Not Applicable	ATCC, B Limbago	Missing	USA:VA	ATCC strain	Not Applicable	ATCC:BAA-1872D-5	Environment	Missing	Missing	Infection with Peptoclostridium difficile	Missing		Missing	Missing	Phenotypic identification	
Clostridioides difficile		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000010	v1.4	PRJNA231221	SAMN04875594	FDAARGOS_268		FDAARGOS_268		Not Applicable	ATCC < B Wren < H Maschler	1982	Switzerland	human feces	Not Applicable	ATCC:BAA-1382D-5	Homo sapiens	Missing	Hospitalized patient in surgical ward	Severe pseudomembraneous colitis	Alive	Missing	Missing	Missing	Culture, plasmid agarose gel electrophoresis, phenotypic identification	
Campylobacter jejuni		cellular organisms; Bacteria; Pseudomonadota; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	197	ARGOS_000010	v1.4	PRJNA231221	SAMN04875590	FDAARGOS_264		FDAARGOS_264		Not Applicable	ATCC < PG Martin < WLL Wang	Missing	USA:CO	human feces	Not Applicable	ATCC:33292D-5	Homo sapiens	Missing	Missing	Human campylobacteriosis	Missing	Missing	Missing	Missing	Phenotypic identification	
Campylobacter jejuni		cellular organisms; Bacteria; Pseudomonadota; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	197	ARGOS_000010	v1.4	PRJNA231221	SAMN04875589	FDAARGOS_263		FDAARGOS_263		Not Applicable	ATCC < NCTC	1977	USA:VA	feces	Not Applicable	ATCC:700819D-5	Homo sapiens	Missing	Diarrhea	Human campylobacteriosis	Missing	Missing	Missing	Missing	Phenotypic identification	
Campylobacter jejuni		cellular organisms; Bacteria; Pseudomonadota; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	197	ARGOS_000010	v1.4	PRJNA231221	SAMN04875588	FDAARGOS_262		FDAARGOS_262		Not Applicable	ATCC < CIP	Missing	USA:VA	bovine feces	Not Applicable	ATCC:33560D-5	Bovine	Not Applicable	Not Applicable	Bovine campylobacteriosis	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	
Francisella tularensis		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Thiotrichales; Francisellaceae; Francisella	263	ARGOS_000010	v1.4	PRJNA231221	SAMN04875573	FDAARGOS_247		FDAARGOS_247		Not Applicable	USAMRIID	1941	USA:OH	ulcer	Not Applicable	FDA:FDAARGOS_247	Homo sapiens	Missing	Missing	Infection with Francisella tularensis	Missing	Missing	Missing	Missing	Phenotypic identification	
Yersinia sp. FDAARGOS_228		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; unclassified Yersinia (in: enterobacteria)	1839800	ARGOS_000010	v1.4	PRJNA231221	SAMN04875565	FDAARGOS_228		FDAARGOS_228		Not Applicable	USAMRIID	Missing	USA:MD	lymph node tissue	Not Applicable	FDA:FDAARGOS_228	Wildlife	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	
Yersinia enterocolitica		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000010	v1.4	PRJNA231221	SAMN04875564	FDAARGOS_227		FDAARGOS_227		Not Applicable	USAMRIID	Missing	USA:MD	liver tissue	Not Applicable	FDA:FDAARGOS_227	Wildlife	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	
Yersinia enterocolitica		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000010	v1.4	PRJNA231221	SAMN04875562	FDAARGOS_225		FDAARGOS_225		Not Applicable	USAMRIID < MIDI < DCC < ATCC	1934	USA:NY	human tissue (2 facial abscesses)	Not Applicable	FDA:FDAARGOS_225	Homo sapiens	53Y	Farm dweller	Glanders-like infection of the face who also had involvement of the cervical lymph nodes	Infection responded to X-ray therapy	Missing	Missing	male	Phenotypic identification	
Yersinia enterocolitica		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000010	v1.4	PRJNA231221	SAMN04875561	FDAARGOS_224		FDAARGOS_224		Not Applicable	USAMRIID	1970	USA:MD	animal tissue	Not Applicable	FDA:FDAARGOS_224	Monkey	Not Applicable	Not Applicable	Not Applicable	Missing	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	
Vibrio cholerae		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	666	ARGOS_000010	v1.4	PRJNA231221	SAMN04875560	FDAARGOS_223		FDAARGOS_223		Not Applicable	USAMRIID	Missing	USA:MD	blood	Not Applicable	FDA:FDAARGOS_223	Homo sapiens	Missing	Missing	Infection with Vibrio cholerae	Missing	Missing	Missing	Missing	Phenotypic identification	
Staphylococcus lugdunensis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	28035	ARGOS_000010	v1.4	PRJNA231221	SAMN04875559	FDAARGOS_222		FDAARGOS_222		Not Applicable	USAMRIID	1988	France	Axillary lymph node	Not Applicable	FDA:FDAARGOS_222	Homo sapiens	Missing	Missing	Soft tissue infection	Missing	Missing	Missing	Missing	Phenotypic identification	
Psychrobacter sp. FDAARGOS_221		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Psychrobacter; unclassified Psychrobacter	1975705	ARGOS_000010	v1.4	PRJNA231221	SAMN04875558	FDAARGOS_221		FDAARGOS_221		Not Applicable	USAMRIID	2006	USA:MD	brain tissue	Not Applicable	FDA:FDAARGOS_221	Wildlife	Not Applicable	Not Applicable	Not Applicable	Missing	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	
Pasteurella multocida		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Pasteurella	747	ARGOS_000010	v1.4	PRJNA231221	SAMN04875557	FDAARGOS_220		FDAARGOS_220		Not Applicable	USAMRIID < NWHC	Missing	USA:MD	turkey	Not Applicable	FDA:FDAARGOS_220	Environment	Not Applicable	Not Applicable	Septicaemia due to fowl cholera	Missing	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	
Pasteurella multocida		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Pasteurella	747	ARGOS_000010	v1.4	PRJNA231221	SAMN04875556	FDAARGOS_219		FDAARGOS_219		Not Applicable	USAMRIID < NWHC	Missing	USA:MD	turkey	Not Applicable	FDA:FDAARGOS_219	Environment	Not Applicable	Not Applicable	Septicaemia due to fowl cholera	Missing	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	
Pasteurella multocida		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Pasteurella	747	ARGOS_000010	v1.4	PRJNA231221	SAMN04875555	FDAARGOS_218		FDAARGOS_218		Not Applicable	USAMRIID	Missing	USA:MD	turkey	Not Applicable	FDA:FDAARGOS_218	Environment	Not Applicable	Not Applicable	Septicaemia due to fowl cholera	Missing	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	
Pasteurella multocida		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Pasteurella	747	ARGOS_000010	v1.4	PRJNA231221	SAMN04875554	FDAARGOS_217		FDAARGOS_217		Not Applicable	USAMRIID	Missing	USA:IA	wildlife from the National Animal Disease Center	Not Applicable	FDA:FDAARGOS_217	Bison	Not Applicable	Not Applicable	Bovine haemorrhagic septicaemia	Missing	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	
Pasteurella multocida		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Pasteurella	747	ARGOS_000010	v1.4	PRJNA231221	SAMN04875553	FDAARGOS_216		FDAARGOS_216		Not Applicable	USAMRIID	1958	USA:MD	liver	Not Applicable	FDA:FDAARGOS_216	Chicken	Not Applicable	Not Applicable	Septicaemia due to fowl cholera	Death	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	
Neisseria meningitidis		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria	487	ARGOS_000010	v1.4	PRJNA231221	SAMN04875552	FDAARGOS_215		FDAARGOS_215		Not Applicable	USAMRIID	Missing	USA:MA	spinal fluid	Not Applicable	FDA:FDAARGOS_215	Homo sapiens	Missing	Missing	Meningococcal infection	Missing	Missing	Missing	Missing	Phenotypic identification	
Neisseria meningitidis		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria	487	ARGOS_000010	v1.4	PRJNA231221	SAMN04875551	FDAARGOS_214		FDAARGOS_214		Not Applicable	USAMRIID < ATCC < S.E. Branham < F. Mickle	Missing	USA:MD	spinal fluid	Not Applicable	FDA:FDAARGOS_214	Homo sapiens	Missing	Missing	Meningococcal infection	Missing	Missing	Missing	Missing	Phenotypic identification	
Moraxella catarrhalis		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella	480	ARGOS_000010	v1.4	PRJNA231221	SAMN04875550	FDAARGOS_213		FDAARGOS_213		Not Applicable	USAMRIID	1972	USA:NY	resident flora of the nasopharynx	Not Applicable	FDA:FDAARGOS_213	Homo sapiens	Missing	Missing	Normal flora	Missing	Missing	Missing	Missing	Phenotypic identification	
Neisseria meningitidis		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria	487	ARGOS_000010	v1.4	PRJNA231221	SAMN04875545	FDAARGOS_208		FDAARGOS_208		Not Applicable	ATCC, E Aho, J. Cannon, North Carolina Memorial Hospital	Missing	USA:NC	CSF	Not Applicable	ATCC:700532D-5	Homo sapiens	Missing	Missing	Meningitis	Missing	Missing	Missing	Missing	Phenotypic identification	
Neisseria gonorrhoeae		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria	485	ARGOS_000010	v1.4	PRJNA231221	SAMN04875543	FDAARGOS_206		FDAARGOS_206		Not Applicable	ATCC, Enzo Biochem, Inc.	Missing	USA:WI	cervix	Not Applicable	ATCC:53424D	Homo sapiens	Missing	Missing	Presumptive gonorrhea	Missing	Missing	Missing	female	Phenotypic identification	
Neisseria gonorrhoeae		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria	485	ARGOS_000010	v1.4	PRJNA231221	SAMN04875541	FDAARGOS_204		FDAARGOS_204		Not Applicable	ATCC < Enzo Biochem, Inc. < ATCC 27629	Missing	USA:WI	cervix	Not Applicable	ATCC:53420D-5	Homo sapiens	Missing	Missing	Presumptive gonorrhea	Missing	Missing	Missing	Missing	Phenotypic identification	
Legionella longbeachae		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella	450	ARGOS_000010	v1.4	PRJNA231221	SAMN04875538	FDAARGOS_201		FDAARGOS_201		Not Applicable	ATCC < RM McKinney	1981	USA:CA	lung	Not Applicable	ATCC:33462D-5	Homo sapiens	59Y	Fever	Pneumonia	Death	Missing	Missing	male	Culture and biochemical testing	
Legionella anisa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella	28082	ARGOS_000010	v1.4	PRJNA231221	SAMN04875537	FDAARGOS_200		FDAARGOS_200		Not Applicable	ATCC, GW Gorman	1980	USA:CA	tap water from hospital sink	Not Applicable	ATCC:35292D-5	Environment	Not Applicable	Not Applicable	Water was collected during a legionellosis outbreak	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	
Elizabethkingia anophelis		cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia	1117645	ARGOS_000010	v1.4	PRJNA231221	SAMN04875535	FDAARGOS_198		FDAARGOS_198		Not Applicable	ATCC < CCUG < PHL	Missing	Sweden	blood	Not Applicable	ATCC:51720D	Homo sapiens	Missing	Missing	Infection with Elizabethkingia meningoseptica	Missing	Missing	Missing	Missing	Phenotypic identification	
Corynebacterium diphtheriae		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	1717	ARGOS_000010	v1.4	PRJNA231221	SAMN04875534	FDAARGOS_197		FDAARGOS_197		Not Applicable	ATCC < NCTC	1997	United Kingdom	pharyngeal membrane	Not Applicable	NCTC:13129	Homo sapiens	72Y	Patient returned to UK from Baltic cruise	Clinical diptheria	Alive	Missing	Missing	Missing	Phenotypic identification	
Bordetella pertussis		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella	520	ARGOS_000010	v1.4	PRJNA231221	SAMN04875532	FDAARGOS_195		FDAARGOS_195		Not Applicable	ATCC < A Preston < S. Stibitz	1950	Japan	human	Not Applicable	ATCC:BAA-589D-5	Homo sapiens	Missing	Missing	Whooping cough	Alive	Missing	Missing	Missing	Phenotypic identification	
Vibrio parahaemolyticus		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000010	v1.4	PRJNA231221	SAMN04875528	FDAARGOS_191		FDAARGOS_191		Not Applicable	FDA CFSAN	1996	India	human	Not Applicable	FDA:FDAARGOS_191	Homo sapiens	Missing	Missing	Vibrio infection	Missing	Missing	Missing	female	16S and MLST	
Vibrio diabolicus		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group; Vibrio diabolicus subgroup	50719	ARGOS_000010	v1.4	PRJNA231221	SAMN03996337	FDAARGOS_96		FDAARGOS_96		Not Applicable	FDA CFSAN	Missing	USA:Fl	blister	Not Applicable	FDA:FDAARGOS_96	Homo sapiens	Missing	Missing	Vibrio infection	Missing	Missing	Missing	Missing	16S and MLST	
Escherichia coli		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000010	v1.4	PRJNA231221	SAMN03996336	FDAARGOS_95		FDAARGOS_95		Not Applicable	FDA CFSAN	Missing	USA	environmental	Not Applicable	FDA:FDAARGOS_95	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	MLST	
Vibrio parahaemolyticus		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000010	v1.4	PRJNA231221	SAMN03996335	FDAARGOS_120		FDAARGOS_120		Not Applicable	FDA CFSAN	Missing	USA	human	Not Applicable	FDA:FDAARGOS_120	Homo sapiens	Missing	Missing	Vibrio infection	Missing	Missing	Missing	Missing	16S and MLST	
Vibrio vulnificus		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	672	ARGOS_000010	v1.4	PRJNA231221	SAMN03996334	FDAARGOS_119		FDAARGOS_119		Not Applicable	FDA CFSAN	Missing	USA	human	Not Applicable	FDA:FDAARGOS_119	Homo sapiens	Missing	Missing	Vibrio infection	Missing	Missing	Missing	Missing	16S and MLST	
Vibrio vulnificus		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	672	ARGOS_000010	v1.4	PRJNA231221	SAMN03996333	FDAARGOS_118		FDAARGOS_118		Not Applicable	FDA CFSAN	Missing	USA	human	Not Applicable	FDA:FDAARGOS_118	Homo sapiens	Missing	Missing	Vibrio infection	Missing	Missing	Missing	Missing	16S and MLST	
Vibrio vulnificus		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	672	ARGOS_000010	v1.4	PRJNA231221	SAMN03996332	FDAARGOS_117		FDAARGOS_117		Not Applicable	FDA CFSAN	Missing	Missing	human	Not Applicable	FDA:FDAARGOS_117	Homo sapiens	Missing	Missing	Vibrio infection	Missing	Missing	Missing	Missing	16S and MLST	
Vibrio vulnificus		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	672	ARGOS_000010	v1.4	PRJNA231221	SAMN03996331	FDAARGOS_116		FDAARGOS_116		Not Applicable	FDA CFSAN	Missing	USA: FL	human	Not Applicable	FDA:FDAARGOS_116	Homo sapiens	Missing	Missing	Vibrio infection	Missing	Missing	Missing	Missing	16S and MLST	
Vibrio alginolyticus		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000010	v1.4	PRJNA231221	SAMN03996330	FDAARGOS_114		FDAARGOS_114		Not Applicable	FDA CFSAN	Missing	United Kingdom	cockless	Not Applicable	FDA:FDAARGOS_114	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST	
Vibrio mimicus		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	674	ARGOS_000010	v1.4	PRJNA231221	SAMN03996329	FDAARGOS_113		FDAARGOS_113		Not Applicable	FDA CFSAN	Missing	USA: TN	human	Not Applicable	FDA:FDAARGOS_113	Homo sapiens	Missing	Missing	Vibrio infection	Missing	Missing	Missing	Missing	16S and MLST	
Vibrio mimicus		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	674	ARGOS_000010	v1.4	PRJNA231221	SAMN03996328	FDAARGOS_112		FDAARGOS_112		Not Applicable	FDA CFSAN	Missing	USA:LA	lake water	Not Applicable	FDA:FDAARGOS_112	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST	
Grimontia hollisae		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Grimontia	673	ARGOS_000010	v1.4	PRJNA231221	SAMN03996327	FDAARGOS_111		FDAARGOS_111		Not Applicable	FDA CFSAN	Missing	USA:MD	human	Not Applicable	FDA:FDAARGOS_111	Homo sapiens	Missing	Missing	Vibrio infection	Missing	Missing	Missing	Missing	16S and MLST	
Vibrio alginolyticus		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000010	v1.4	PRJNA231221	SAMN03996326	FDAARGOS_110		FDAARGOS_110		Not Applicable	FDA CFSAN	Missing	USA:FL	sponge	Not Applicable	FDA:FDAARGOS_110	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST	
Vibrio alginolyticus		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000010	v1.4	PRJNA231221	SAMN03996324	FDAARGOS_108		FDAARGOS_108		Not Applicable	FDA CFSAN	Missing	Puerto Rico	seawater	Not Applicable	FDA:FDAARGOS_108	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST	
Vibrio harveyi		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	669	ARGOS_000010	v1.4	PRJNA231221	SAMN03996323	FDAARGOS_107		FDAARGOS_107		Not Applicable	FDA CFSAN	Missing	Bahamas	shark	Not Applicable	FDA:FDAARGOS_107	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST	
Vibrio diabolicus		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group; Vibrio diabolicus subgroup	50719	ARGOS_000010	v1.4	PRJNA231221	SAMN03996322	FDAARGOS_105		FDAARGOS_105		Not Applicable	FDA CFSAN	Missing	Jordan:Amman	human	Not Applicable	FDA:FDAARGOS_105	Homo sapiens	Missing	Missing	Vibrio infection	Missing	Missing	Missing	Missing	16S and MLST	
Vibrio cholerae		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	666	ARGOS_000010	v1.4	PRJNA231221	SAMN03996319	FDAARGOS_101		FDAARGOS_101		Not Applicable	FDA CFSAN	Missing	Missing	environmental	Not Applicable	FDA:FDAARGOS_101	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST	
Hafnia paralvei		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Hafniaceae; Hafnia	546367	ARGOS_000010	v1.4	PRJNA231221	SAMN03996303	FDAARGOS_158		FDAARGOS_158		Not Applicable	Children's National Hospital	########	USA:DC	stool	Not Applicable	FDA:FDAARGOS_158	Homo sapiens	6M	Missing	Colonization/Enteritis	Missing	Missing	Missing	male	phenotypic identification	
Klebsiella pneumoniae		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	573	ARGOS_000010	v1.4	PRJNA231221	SAMN03996301	FDAARGOS_156		FDAARGOS_156		Not Applicable	Children's National Hospital	########	USA:DC	urine	Not Applicable	FDA:FDAARGOS_156	Homo sapiens	9M	Missing	Urinary tract infection	Missing	Missing	Missing	male	phenotypic identification	
Streptococcus pyogenes		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1314	ARGOS_000010	v1.4	PRJNA231221	SAMN03996295	FDAARGOS_149		FDAARGOS_149		Not Applicable	Children's National Hospital	4/9/2014	USA:DC	peripheral blood	Not Applicable	FDA:FDAARGOS_149	Homo sapiens	3Y	Missing	Epidural Abscess	Missing	Missing	Missing	male	phenotypic identification	
Achromobacter xylosoxidans		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter	85698	ARGOS_000010	v1.4	PRJNA231221	SAMN03996294	FDAARGOS_150		FDAARGOS_150		Not Applicable	Children's National Hospital	4/8/2014	USA:DC	sputum	Not Applicable	FDA:FDAARGOS_150	Homo sapiens	37Y	Missing	Cystic Fibrosis	Missing	Missing	Missing	female	phenotypic identification	
Providencia stuartii		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Providencia	588	ARGOS_000010	v1.4	PRJNA231221	SAMN03996292	FDAARGOS_145		FDAARGOS_145		Not Applicable	Children's National Hospital	4/1/2014	USA:DC	urine cathether	Not Applicable	FDA:FDAARGOS_145	Homo sapiens	33M	Missing	Urinary tract infection	Missing	Missing	Missing	female	phenotypic identification	
Staphylococcus lugdunensis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	28035	ARGOS_000010	v1.4	PRJNA231221	SAMN03996287	FDAARGOS_143		FDAARGOS_143		Not Applicable	Children's National Hospital	########	USA:DC	abscess	Not Applicable	FDA:FDAARGOS_143	Homo sapiens	16Y	Missing	Abscess	Missing	Missing	Missing	male	phenotypic identification	
Staphylococcus lugdunensis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	28035	ARGOS_000010	v1.4	PRJNA231221	SAMN03996285	FDAARGOS_141		FDAARGOS_141		Not Applicable	Children's National Hospital	3/4/2014	USA:DC	right elbow swab	Not Applicable	FDA:FDAARGOS_141	Homo sapiens	11Y	Missing	Bursitis	Missing	Missing	Missing	male	phenotypic identification	
Staphylococcus hominis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000010	v1.4	PRJNA231221	SAMN03996281	FDAARGOS_136		FDAARGOS_136		Not Applicable	Children's National Hospital	2/5/2014	USA:DC	peripheral blood	Not Applicable	FDA:FDAARGOS_136	Homo sapiens	18Y	Missing	Bacteremia	Missing	Missing	Missing	male	phenotypic identification	
Staphylococcus saprophyticus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	29385	ARGOS_000010	v1.4	PRJNA231221	SAMN03996280	FDAARGOS_137		FDAARGOS_137		Not Applicable	Children's National Hospital	2/1/2014	USA:DC	urine clean catch	Not Applicable	FDA:FDAARGOS_137	Homo sapiens	17Y	Missing	UTI/Colonization	Missing	Missing	Missing	female	phenotypic identification	
Pandoraea apista		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea	93218	ARGOS_000010	v1.4	PRJNA231221	SAMN03996272	FDAARGOS_126		FDAARGOS_126		Not Applicable	Children's National Hospital	########	USA:DC	sputum	Not Applicable	FDA:FDAARGOS_126	Homo sapiens	12y	Missing	Cystic Fibrosis	Missing	Missing	Missing	female	phenotypic identification	
Serratia liquefaciens		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia	614	ARGOS_000010	v1.4	PRJNA231221	SAMN03996271	FDAARGOS_125		FDAARGOS_125		Not Applicable	Children's National Hospital	########	USA:DC	human	Not Applicable	FDA:FDAARGOS_125	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	female	phenotypic identification	
Staphylococcus simulans		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1286	ARGOS_000010	v1.4	PRJNA231221	SAMN03996269	FDAARGOS_124		FDAARGOS_124		Not Applicable	Children's National Hospital	########	USA:DC	peripheral blood	Not Applicable	FDA:FDAARGOS_124	Homo sapiens	3Y	Missing	Central Venous Line infection	Missing	Missing	Missing	male	phenotypic identification	
Stenotrophomonas maltophilia		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group	40324	ARGOS_000010	v1.4	PRJNA231221	SAMN03996266	FDAARGOS_92		FDAARGOS_92		Not Applicable	Children's National Hospital	########	USA:DC	respiratory Cx	Not Applicable	FDA:FDAARGOS_92	Homo sapiens	3M	Missing	Colonization	Missing	Missing	Missing	male	phenotypic identification	
