organism_name	infraspecific_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	sra_run_id	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method
Corynebacterium amycolatum	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	43765	ARGOS_000091	v1.6	PRJNA231221	SAMN16357160	FDAARGOS_991	SRR12826231	GCF_016127615.1	Pathogen: clinical or host-associated sample from Corynebacterium amycolatum	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:44375	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Corynebacterium amycolatum	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	43765	ARGOS_000091	v1.6	PRJNA231221	SAMN16357160	FDAARGOS_991	SRR12826232	GCF_016127615.1	Pathogen: clinical or host-associated sample from Corynebacterium amycolatum	PacBio RS	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:44375	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Corynebacterium amycolatum	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	43765	ARGOS_000091	v1.6	PRJNA231221	SAMN13450468	FDAARGOS_938	SRR12047105	GCF_016026415.1	Pathogen: clinical or host-associated sample from Corynebacterium amycolatum	PacBio RS	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:44372	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Corynebacterium amycolatum	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	43765	ARGOS_000091	v1.6	PRJNA231221	SAMN13450468	FDAARGOS_938	SRR12047106	GCF_016026415.1	Pathogen: clinical or host-associated sample from Corynebacterium amycolatum	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:44372	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Edwardsiella tarda	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Hafniaceae; Edwardsiella	636	ARGOS_000091	v1.6	PRJNA231221	SAMN20888890	FDAARGOS_1473	SRR16259835	GCF_019933175.1	Pathogen: clinical or host-associated sample from Edwardsiella tarda	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:30052	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Edwardsiella tarda	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Hafniaceae; Edwardsiella	636	ARGOS_000091	v1.6	PRJNA231221	SAMN20888890	FDAARGOS_1473	SRR16259834	GCF_019933175.1	Pathogen: clinical or host-associated sample from Edwardsiella tarda	Sequel	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:30052	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter ludwigii	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	299767	ARGOS_000091	v1.6	PRJNA231221	SAMN20888892	FDAARGOS_1475	SRR16263405	GCF_019930965.1	Pathogen: clinical or host-associated sample from Enterobacter ludwigii	Sequel	Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:15213	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter ludwigii	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	299767	ARGOS_000091	v1.6	PRJNA231221	SAMN20888892	FDAARGOS_1475	SRR16263406	GCF_019930965.1	Pathogen: clinical or host-associated sample from Enterobacter ludwigii	Illumina NovaSeq 6000	Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:15213	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter hormaechei	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000091	v1.6	PRJNA231221	SAMN16357247	FDAARGOS_1078	SRR12931605	GCF_016725825.1	Pathogen: clinical or host-associated sample from Enterobacter hormaechei	PacBio RS	Not applicable	Paul Ehrlich Institut	Unknown	Germany:Langen	missing	Not applicable	PEI:PEI-B-P-43	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter hormaechei	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000091	v1.6	PRJNA231221	SAMN16357247	FDAARGOS_1078	SRR12931606	GCF_016725825.1	Pathogen: clinical or host-associated sample from Enterobacter hormaechei	Illumina HiSeq 4000	Not applicable	Paul Ehrlich Institut	Unknown	Germany:Langen	missing	Not applicable	PEI:PEI-B-P-43	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter hormaechei	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000091	v1.6	PRJNA231221	SAMN11056357	FDAARGOS_642	SRR8984857	GCF_008693905.1	Pathogen: clinical or host-associated sample from Enterobacter hormaechei	Illumina HiSeq 4000	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_642	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter hormaechei	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000091	v1.6	PRJNA231221	SAMN11056357	FDAARGOS_642	SRR8984858	GCF_008693905.1	Pathogen: clinical or host-associated sample from Enterobacter hormaechei	PacBio RS	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_642	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter hormaechei	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000091	v1.6	PRJNA231221	SAMN11056357	FDAARGOS_642	SRR8984859	GCF_008693905.1	Pathogen: clinical or host-associated sample from Enterobacter hormaechei	PacBio RS	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_642	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Cupriavidus pauculus	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus	82633	ARGOS_000091	v1.6	PRJNA231221	SAMN10380324	FDAARGOS_614	SRR8180821	GCF_003854935.1	Pathogen: clinical or host-associated sample from Cupriavidus pauculus	PacBio RS	Not applicable	University of North Carolina	Unknown	USA: NC	clinical isolate	Not applicable	FDA:FDAARGOS_614	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Cupriavidus pauculus	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus	82633	ARGOS_000091	v1.6	PRJNA231221	SAMN10380324	FDAARGOS_614	SRR8180820	GCF_003854935.1	Pathogen: clinical or host-associated sample from Cupriavidus pauculus	Illumina HiSeq 4000	Not applicable	University of North Carolina	Unknown	USA: NC	clinical isolate	Not applicable	FDA:FDAARGOS_614	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter bugandensis	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter	881260	ARGOS_000091	v1.6	PRJNA231221	SAMN21218853	FDAARGOS_1497	SRR16251399	GCF_020099235.1	Pathogen: clinical or host-associated sample from Enterobacter bugandensis	Sequel	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:101092	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter bugandensis	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter	881260	ARGOS_000091	v1.6	PRJNA231221	SAMN21218853	FDAARGOS_1497	SRR16251398	GCF_020099235.1	Pathogen: clinical or host-associated sample from Enterobacter bugandensis	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:101092	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter asburiae	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	61645	ARGOS_000091	v1.6	PRJNA231221	SAMN16357574	FDAARGOS 1432	SRR15075452	GCF_019048485.1	Pathogen: clinical or host-associated sample from Enterobacter asburiae	Sequel II	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:106614	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter asburiae	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	61645	ARGOS_000091	v1.6	PRJNA231221	SAMN16357574	FDAARGOS 1432	SRR15075451	GCF_019048485.1	Pathogen: clinical or host-associated sample from Enterobacter asburiae	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:106614	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter cancerogenus		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	69218	ARGOS_000091	v1.6	PRJNA231221	SAMN04875569	FDAARGOS_232	SRR4123936	GCF_002891235.1	Pathogen: clinical or host-associated sample from Enterobacter cancerogenus	Illumina HiSeq 2500	Not Applicable	Children's National Hospital	8/29/14	USA:DC	wound swab	Not Applicable	FDA:FDAARGOS_232	Homo sapiens	7Y	Missing	Wound infection	Missing	Missing	Missing	male	Phenotypic identification
Enterobacter cancerogenus		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	69218	ARGOS_000091	v1.6	PRJNA231221	SAMN04875569	FDAARGOS_232	SRR4123938	GCF_002891235.1	Pathogen: clinical or host-associated sample from Enterobacter cancerogenus	PacBio RS	Not Applicable	Children's National Hospital	8/29/14	USA:DC	wound swab	Not Applicable	FDA:FDAARGOS_232	Homo sapiens	7Y	Missing	Wound infection	Missing	Missing	Missing	male	Phenotypic identification
Cupriavidus pauculus	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus	82633	ARGOS_000091	v1.6	PRJNA231221	SAMN11056379	FDAARGOS_664	SRR8984874	GCF_008693385.1	Pathogen: clinical or host-associated sample from Cupriavidus pauculus	Illumina HiSeq 4000	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_664	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Cupriavidus pauculus	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus	82633	ARGOS_000091	v1.6	PRJNA231221	SAMN11056379	FDAARGOS_664	SRR8984876	GCF_008693385.1	Pathogen: clinical or host-associated sample from Cupriavidus pauculus	PacBio RS	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_664	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Cupriavidus pauculus	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus	82633	ARGOS_000091	v1.6	PRJNA231221	SAMN11056379	FDAARGOS_664	SRR8984875	GCF_008693385.1	Pathogen: clinical or host-associated sample from Cupriavidus pauculus	PacBio RS	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_664	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Cupriavidus pauculus	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus	82633	ARGOS_000091	v1.6	PRJNA231221	SAMN11056379	FDAARGOS_664	SRR8984877	GCF_008693385.1	Pathogen: clinical or host-associated sample from Cupriavidus pauculus	PacBio RS	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_664	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter bugandensis	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter	881260	ARGOS_000091	v1.6	PRJNA231221	SAMN21218852	FDAARGOS_1496	SRR16251417	GCF_020099255.1	Pathogen: clinical or host-associated sample from Enterobacter bugandensis	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:101090	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter bugandensis	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter	881260	ARGOS_000091	v1.6	PRJNA231221	SAMN21218852	FDAARGOS_1496	SRR16251416	GCF_020099255.1	Pathogen: clinical or host-associated sample from Enterobacter bugandensis	Sequel	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:101090	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Elizabethkingia anophelis		cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia	1117645	ARGOS_000091	v1.6	PRJNA231221	SAMN03996278	FDAARGOS_134	SRR2819878	GCF_002951455.1	Pathogen: clinical or host-associated sample from Elizabethkingia anophelis	Illumina HiSeq 2500	Not Applicable	Children's National Hospital	1/23/14	USA:DC	endotracheal aspirate	Not Applicable	FDA:FDAARGOS_134	Homo sapiens	1M	Missing	Trachitis	Missing	Missing	Missing	male	phenotypic identification
Elizabethkingia anophelis		cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia	1117645	ARGOS_000091	v1.6	PRJNA231221	SAMN03996278	FDAARGOS_134	SRR2819876	GCF_002951455.1	Pathogen: clinical or host-associated sample from Elizabethkingia anophelis	PacBio RS	Not Applicable	Children's National Hospital	1/23/14	USA:DC	endotracheal aspirate	Not Applicable	FDA:FDAARGOS_134	Homo sapiens	1M	Missing	Trachitis	Missing	Missing	Missing	male	phenotypic identification
Elizabethkingia anophelis		cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia	1117645	ARGOS_000091	v1.6	PRJNA231221	SAMN03996278	FDAARGOS_134	SRR2819877	GCF_002951455.1	Pathogen: clinical or host-associated sample from Elizabethkingia anophelis	PacBio RS	Not Applicable	Children's National Hospital	1/23/14	USA:DC	endotracheal aspirate	Not Applicable	FDA:FDAARGOS_134	Homo sapiens	1M	Missing	Trachitis	Missing	Missing	Missing	male	phenotypic identification
Enterobacter bugandensis	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter	881260	ARGOS_000091	v1.6	PRJNA231221	SAMN21218876	FDAARGOS_1520	SRR16263403	GCF_020097235.1	Pathogen: clinical or host-associated sample from Enterobacter bugandensis	Sequel	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:101086	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter bugandensis	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter	881260	ARGOS_000091	v1.6	PRJNA231221	SAMN21218876	FDAARGOS_1520	SRR16263404	GCF_020097235.1	Pathogen: clinical or host-associated sample from Enterobacter bugandensis	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:101086	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter asburiae	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	61645	ARGOS_000091	v1.6	PRJNA231221	SAMN16357225	FDAARGOS_1056	SRR12825956	GCF_016403185.1	Pathogen: clinical or host-associated sample from Enterobacter asburiae	PacBio RS	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:30058	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter asburiae	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	61645	ARGOS_000091	v1.6	PRJNA231221	SAMN16357225	FDAARGOS_1056	SRR12825955	GCF_016403185.1	Pathogen: clinical or host-associated sample from Enterobacter asburiae	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:30058	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter asburiae	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	61645	ARGOS_000091	v1.6	PRJNA231221	SAMN16357225	FDAARGOS_1056	SRR12825957	GCF_016403185.1	Pathogen: clinical or host-associated sample from Enterobacter asburiae	PacBio RS	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:30058	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Delftia lacustris	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	558537	ARGOS_000091	v1.6	PRJNA231221	SAMN13450420	FDAARGOS_890	SRR12046205	GCF_016027815.1	Pathogen: clinical or host-associated sample from Delftia lacustris	PacBio RS	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:12586	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Delftia lacustris	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	558537	ARGOS_000091	v1.6	PRJNA231221	SAMN13450420	FDAARGOS_890	SRR12046206	GCF_016027815.1	Pathogen: clinical or host-associated sample from Delftia lacustris	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:12586	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Delftia acidovorans	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	80866	ARGOS_000091	v1.6	PRJNA231221	SAMN13450439	FDAARGOS_909	SRR12045673	GCF_016027075.1	Pathogen: clinical or host-associated sample from Delftia acidovorans	PacBio RS	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:1621	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Delftia acidovorans	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	80866	ARGOS_000091	v1.6	PRJNA231221	SAMN13450439	FDAARGOS_909	SRR12045672	GCF_016027075.1	Pathogen: clinical or host-associated sample from Delftia acidovorans	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:1621	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter hormaechei	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000091	v1.6	PRJNA231221	SAMN16357576	FDAARGOS 1434	SRR15075461	GCF_019047945.1	Pathogen: clinical or host-associated sample from Enterobacter hormaechei	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:16691	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter hormaechei	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000091	v1.6	PRJNA231221	SAMN16357576	FDAARGOS 1434	SRR15075462	GCF_019047945.1	Pathogen: clinical or host-associated sample from Enterobacter hormaechei	Sequel II	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:16691	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter hormaechei		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000091	v1.6	PRJNA231221	SAMN06173299	FDAARGOS_286	SRR5409465	GCF_002206155.2	Pathogen: clinical or host-associated sample from Enterobacter hormaechei	PacBio RS	Not Applicable	Children's National Hospital	10/3/14	USA:DC	peripheral blood	Not Applicable	FDA:FDAARGOS_286	Homo sapiens	12Y	Missing	Bacteremia	Missing	Missing	Missing	female	Phenotypic identification
Enterobacter hormaechei		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000091	v1.6	PRJNA231221	SAMN06173299	FDAARGOS_286	SRR5409466	GCF_002206155.2	Pathogen: clinical or host-associated sample from Enterobacter hormaechei	Illumina HiSeq 2500	Not Applicable	Children's National Hospital	10/3/14	USA:DC	peripheral blood	Not Applicable	FDA:FDAARGOS_286	Homo sapiens	12Y	Missing	Bacteremia	Missing	Missing	Missing	female	Phenotypic identification
Enterobacter hormaechei		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000091	v1.6	PRJNA231221	SAMN02934519	FDAARGOS_68	SRR1608969	GCF_000783855.2	Pathogen: clinical or host-associated sample from Enterobacter hormaechei	PacBio RS	Not Applicable	Children's National Hospital	10/22/13	USA	rectal Swab	Not Applicable	FDA:FDAARGOS_68	Homo sapiens	43D	Missing	Surveillance	Missing	Missing	Missing	male	phenotypic identification
Enterobacter hormaechei		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000091	v1.6	PRJNA231221	SAMN02934519	FDAARGOS_68	SRR1608968	GCF_000783855.2	Pathogen: clinical or host-associated sample from Enterobacter hormaechei	PacBio RS	Not Applicable	Children's National Hospital	10/22/13	USA	rectal Swab	Not Applicable	FDA:FDAARGOS_68	Homo sapiens	43D	Missing	Surveillance	Missing	Missing	Missing	male	phenotypic identification
Enterobacter hormaechei		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000091	v1.6	PRJNA231221	SAMN02934519	FDAARGOS_68	SRR1608967	GCF_000783855.2	Pathogen: clinical or host-associated sample from Enterobacter hormaechei	Illumina HiSeq 2000	Not Applicable	Children's National Hospital	10/22/13	USA	rectal Swab	Not Applicable	FDA:FDAARGOS_68	Homo sapiens	43D	Missing	Surveillance	Missing	Missing	Missing	male	phenotypic identification
Elizabethkingia bruuniana	Not applicable	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia	1756149	ARGOS_000091	v1.6	PRJNA231221	SAMN16357200	FDAARGOS_1031	SRR12825876	GCF_016599835.1	Pathogen: clinical or host-associated sample from Elizabethkingia bruuniana	Illumina HiSeq 4000	Not applicable	ATCC	Unknown	USA:VA	missing	Not applicable	ATCC:33958D	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
